Title,DOI,Citations
Knowledge Graph and Corpus Driven Segmentation and Answer Inference for Telegraphic Entity-seeking Queries,10.3115/v1/D14-1117,21
"Learning Emotion Indicators from Tweets: Hashtags, Hashtag Patterns, and Phrases",10.3115/v1/D14-1127,21
Submodularity for Data Selection in Machine Translation,10.3115/v1/D14-1014,21
NaturalLI: Natural Logic Inference for Common Sense Reasoning,10.3115/v1/D14-1059,20
Automatic Generation of Related Work Sections in Scientific Papers: An Optimization Approach,10.3115/v1/D14-1170,19
Relieving the Computational Bottleneck: Joint Inference for Event Extraction with High-Dimensional Features,10.3115/v1/D14-1090,19
A Regularized Competition Model for Question Difficulty Estimation in Community Question Answering Services,10.3115/v1/D14-1118,19
Don’t Until the Final Verb Wait: Reinforcement Learning for Simultaneous Machine Translation,10.3115/v1/D14-1140,17
Human Effort and Machine Learnability in Computer Aided Translation,10.3115/v1/D14-1130,16
Type-Aware Distantly Supervised Relation Extraction with Linked Arguments,10.3115/v1/D14-1203,16
Detecting Latent Ideology in Expert Text: Evidence From Academic Papers in Economics,10.3115/v1/D14-1191,15
Dependency-based Discourse Parser for Single-Document Summarization,10.3115/v1/D14-1196,15
Exploiting Community Emotion for Microblog Event Detection,10.3115/v1/D14-1123,15
Detecting Disagreement in Conversations using Pseudo-Monologic Rhetorical Structure,10.3115/v1/D14-1124,14
Summarizing Online Forum Discussions – Can Dialog Acts of Individual Messages Help?,10.3115/v1/D14-1226,14
Financial Keyword Expansion via Continuous Word Vector Representations,10.3115/v1/D14-1152,13
A* CCG Parsing with a Supertag-factored Model,10.3115/v1/D14-1107,13
Combining Visual and Textual Features for Information Extraction from Online Flyers,10.3115/v1/D14-1206,13
Probabilistic Models of Cross-Lingual Semantic Similarity in Context Based on Latent Cross-Lingual Concepts Induced from Comparable Data,10.3115/v1/D14-1040,13
Policy Learning for Domain Selection in an Extensible Multi-domain Spoken Dialogue System,10.3115/v1/D14-1007,13
The Inside-Outside Recursive Neural Network model for Dependency Parsing,10.3115/v1/D14-1081,13
Improving Multi-documents Summarization by Sentence Compression based on Expanded Constituent Parse Trees,10.3115/v1/D14-1076,13
Aligning English Strings with Abstract Meaning Representation Graphs,10.3115/v1/D14-1048,12
A Graph-based Approach for Contextual Text Normalization,10.3115/v1/D14-1037,12
System Combination for Grammatical Error Correction,10.3115/v1/D14-1102,12
Joint Emotion Analysis via Multi-task Gaussian Processes,10.3115/v1/D14-1190,12
An Experimental Comparison of Active Learning Strategies for Partially Labeled Sequences,10.3115/v1/D14-1097,11
Semantic-Based Multilingual Document Clustering via Tensor Modeling,10.3115/v1/D14-1065,11
Adding High-Precision Links to Wikipedia,10.3115/v1/D14-1072,11
Morpho-syntactic Lexical Generalization for CCG Semantic Parsing,10.3115/v1/D14-1135,11
Discriminative Reranking of Discourse Parses Using Tree Kernels,10.3115/v1/D14-1219,11
Learning to Translate: A Query-Specific Combination Approach for Cross-Lingual Information Retrieval,10.3115/v1/D14-1064,11
Formalizing Word Sampling for Vocabulary Prediction as Graph-based Active Learning,10.3115/v1/D14-1143,10
A Model of Individual Differences in Gaze Control During Reading,10.3115/v1/D14-1192,10
Brighter than Gold: Figurative Language in User Generated Comparisons,10.3115/v1/D14-1215,10
Intrinsic Plagiarism Detection using N-gram Classes,10.3115/v1/D14-1153,10
Classifying Idiomatic and Literal Expressions Using Topic Models and Intensity of Emotions,10.3115/v1/D14-1216,10
Testing for Significance of Increased Correlation with Human Judgment,10.3115/v1/D14-1020,10
A Joint Segmentation and Classification Framework for Sentiment Analysis,10.3115/v1/D14-1054,10
Gender and Power: How Gender and Gender Environment Affect Manifestations of Power,10.3115/v1/D14-1211,9
Sentiment Analysis on the People’s Daily,10.3115/v1/D14-1053,9
Unsupervised Sentence Enhancement for Automatic Summarization,10.3115/v1/D14-1085,9
Composition of Word Representations Improves Semantic Role Labelling,10.3115/v1/D14-1045,9
Assessing the Impact of Translation Errors on Machine Translation Quality with Mixed-effects Models,10.3115/v1/D14-1172,9
Clustering Aspect-related Phrases by Leveraging Sentiment Distribution Consistency,10.3115/v1/D14-1169,9
Language Transfer Hypotheses with Linear SVM Weights,10.3115/v1/D14-1144,9
Word Semantic Representations using Bayesian Probabilistic Tensor Factorization,10.3115/v1/D14-1161,9
Neural Network Based Bilingual Language Model Growing for Statistical Machine Translation,10.3115/v1/D14-1023,9
Cross-Lingual Part-of-Speech Tagging through Ambiguous Learning,10.3115/v1/D14-1187,8
Improving Word Alignment using Word Similarity,10.3115/v1/D14-1197,8
Resolving Referring Expressions in Conversational Dialogs for Natural User Interfaces,10.3115/v1/D14-1223,8
A Joint Model for Unsupervised Chinese Word Segmentation,10.3115/v1/D14-1092,8
Analyzing Stemming Approaches for Turkish Multi-Document Summarization,10.3115/v1/D14-1077,8
Fear the REAPER: A System for Automatic Multi-Document Summarization with Reinforcement Learning,10.3115/v1/D14-1075,8
Semi-Supervised Chinese Word Segmentation Using Partial-Label Learning With Conditional Random Fields,10.3115/v1/D14-1010,8
Multi-Predicate Semantic Role Labeling,10.3115/v1/D14-1041,8
A Human Judgement Corpus and a Metric for Arabic MT Evaluation,10.3115/v1/D14-1026,8
Fitting Sentence Level Translation Evaluation with Many Dense Features,10.3115/v1/D14-1025,8
Morphological Segmentation for Keyword Spotting,10.3115/v1/D14-1095,8
Sensicon: An Automatically Constructed Sensorial Lexicon,10.3115/v1/D14-1160,8
Neural Networks Leverage Corpus-wide Information for Part-of-speech Tagging,10.3115/v1/D14-1101,8
An Etymological Approach to Cross-Language Orthographic Similarity. Application on Romanian,10.3115/v1/D14-1112,8
CTPs: Contextual Temporal Profiles for Time Scoping Facts using State Change Detection,10.3115/v1/D14-1207,8
Leveraging Effective Query Modeling Techniques for Speech Recognition and Summarization,10.3115/v1/D14-1156,7
Learning Compact Lexicons for CCG Semantic Parsing,10.3115/v1/D14-1134,7
Strongly Incremental Repair Detection,10.3115/v1/D14-1009,7
Non-linear Mapping for Improved Identification of 1300+ Languages,10.3115/v1/D14-1069,6
Chinese Zero Pronoun Resolution: An Unsupervised Probabilistic Model Rivaling Supervised Resolvers,10.3115/v1/D14-1084,6
Language Modeling with Functional Head Constraint for Code Switching Speech Recognition,10.3115/v1/D14-1098,6
Dependency-Based Bilingual Language Models for Reordering in Statistical Machine Translation,10.3115/v1/D14-1176,6
Jointly Learning Word Representations and Composition Functions Using Predicate-Argument Structures,10.3115/v1/D14-1163,6
Staying on Topic: An Indicator of Power in Political Debates,10.3115/v1/D14-1157,6
A Rule-Based System for Unrestricted Bridging Resolution: Recognizing Bridging Anaphora and Finding Links to Antecedents,10.3115/v1/D14-1222,6
Improving Pivot-Based Statistical Machine Translation by Pivoting the Co-occurrence Count of Phrase Pairs,10.3115/v1/D14-1174,6
Combining String and Context Similarity for Bilingual Term Alignment from Comparable Corpora,10.3115/v1/D14-1177,6
Accurate Word Segmentation and POS Tagging for Japanese Microblogs: Corpus Annotation and Joint Modeling with Lexical Normalization,10.3115/v1/D14-1011,6
Resolving Shell Nouns,10.3115/v1/D14-1056,6
Beyond Parallel Data: Joint Word Alignment and Decipherment Improves Machine Translation,10.3115/v1/D14-1061,6
Vote Prediction on Comments in Social Polls,10.3115/v1/D14-1119,5
Prune-and-Score: Learning for Greedy Coreference Resolution,10.3115/v1/D14-1225,5
A Constituent-Based Approach to Argument Labeling with Joint Inference in Discourse Parsing,10.3115/v1/D14-1008,5
What Can We Get From 1000 Tokens? A Case Study of Multilingual POS Tagging For Resource-Poor Languages,10.3115/v1/D14-1096,5
Importance weighting and unsupervised domain adaptation of POS taggers: a negative result,10.3115/v1/D14-1104,5
Nothing like Good Old Frequency: Studying Context Filters for Distributional Thesauri,10.3115/v1/D14-1047,5
Sometimes Average is Best: The Importance of Averaging for Prediction using MCMC Inference in Topic Modeling,10.3115/v1/D14-1182,5
Greed is Good if Randomized: New Inference for Dependency Parsing,10.3115/v1/D14-1109,5
Refining Word Segmentation Using a Manually Aligned Corpus for Statistical Machine Translation,10.3115/v1/D14-1173,4
Asymmetric Features Of Human Generated Translation,10.3115/v1/D14-1018,4
A Neural Network Approach to Selectional Preference Acquisition,10.3115/v1/D14-1004,4
A convex relaxation for weakly supervised relation extraction,10.3115/v1/D14-1166,4
Dependency Parsing for Weibo: An Efficient Probabilistic Logic Programming Approach,10.3115/v1/D14-1122,4
An Iterative Link-based Method for Parallel Web Page Mining,10.3115/v1/D14-1129,4
Word Translation Prediction for Morphologically Rich Languages with Bilingual Neural Networks,10.3115/v1/D14-1175,4
Event Role Extraction using Domain-Relevant Word Representations,10.3115/v1/D14-1199,4
Learning Hierarchical Translation Spans,10.3115/v1/D14-1022,4
Noisy Or-based model for Relation Extraction using Distant Supervision,10.3115/v1/D14-1208,4
Recall Error Analysis for Coreference Resolution,10.3115/v1/D14-1221,4
Combining Punctuation and Disfluency Prediction: An Empirical Study,10.3115/v1/D14-1013,3
Unsupervised Word Alignment Using Frequency Constraint in Posterior Regularized EM,10.3115/v1/D14-1017,3
Taxonomy Construction Using Syntactic Contextual Evidence,10.3115/v1/D14-1088,3
An I-vector Based Approach to Compact Multi-Granularity Topic Spaces Representation of Textual Documents,10.3115/v1/D14-1051,3
A Polynomial-Time Dynamic Oracle for Non-Projective Dependency Parsing,10.3115/v1/D14-1099,3
Improve Statistical Machine Translation with Context-Sensitive Bilingual Semantic Embedding Model,10.3115/v1/D14-1015,3
Reducing Dimensions of Tensors in Type-Driven Distributional Semantics,10.3115/v1/D14-1111,3
Coarse-grained Candidate Generation and Fine-grained Re-ranking for Chinese Abbreviation Prediction,10.3115/v1/D14-1202,3
Predicting Chinese Abbreviations with Minimum Semantic Unit and Global Constraints,10.3115/v1/D14-1147,3
Extracting Clusters of Specialist Terms from Unstructured Text,10.3115/v1/D14-1149,3
Werdy: Recognition and Disambiguation of Verbs and Verb Phrases with Syntactic and Semantic Pruning,10.3115/v1/D14-1042,2
Learning to Differentiate Better from Worse Translations,10.3115/v1/D14-1027,2
Parsing low-resource languages using Gibbs sampling for PCFGs with latent annotations,10.3115/v1/D14-1035,2
Two Improvements to Left-to-Right Decoding for Hierarchical Phrase-based Machine Translation,10.3115/v1/D14-1028,2
A Cognitive Model of Semantic Network Learning,10.3115/v1/D14-1031,2
Search-Aware Tuning for Machine Translation,10.3115/v1/D14-1209,2
Type-based MCMC for Sampling Tree Fragments from Forests,10.3115/v1/D14-1180,2
Latent Domain Phrase-based Models for Adaptation,10.3115/v1/D14-1062,2
Cipher Type Detection,10.3115/v1/D14-1185,2
Queries as a Source of Lexicalized Commonsense Knowledge,10.3115/v1/D14-1115,2
Using Mined Coreference Chains as a Resource for a Semantic Task,10.3115/v1/D14-1151,2
Detecting Non-compositional MWE Components using Wiktionary,10.3115/v1/D14-1189,2
Tailor knowledge graph for query understanding: linking intent topics by propagation,10.3115/v1/D14-1114,2
Modeling Term Translation for Document-informed Machine Translation,10.3115/v1/D14-1060,2
Finding Good Enough: A Task-Based Evaluation of Query Biased Summarization for Cross-Language Information Retrieval,10.3115/v1/D14-1073,2
Joint Decoding of Tree Transduction Models for Sentence Compression,10.3115/v1/D14-1195,1
Joint Inference for Knowledge Base Population,10.3115/v1/D14-1205,1
"Joint Learning of Chinese Words, Terms and Keywords",10.3115/v1/D14-1186,1
Large-scale Expected BLEU Training of Phrase-based Reordering Models,10.3115/v1/D14-1132,1
Weakly-Supervised Learning with Cost-Augmented Contrastive Estimation,10.3115/v1/D14-1139,1
PCFG Induction for Unsupervised Parsing and Language Modelling,10.3115/v1/D14-1141,1
Syntax-Augmented Machine Translation using Syntax-Label Clustering,10.3115/v1/D14-1019,1
Better Statistical Machine Translation through Linguistic Treatment of Phrasal Verbs,10.3115/v1/D14-1024,1
A Comparison of Selectional Preference Models for Automatic Verb Classification,10.3115/v1/D14-1057,1
Translation Rules with Right-Hand Side Lattices,10.3115/v1/D14-1063,1
Balanced Korean Word Spacing with Structural SVM,10.3115/v1/D14-1094,1
Unsupervised Template Mining for Semantic Category Understanding,10.3115/v1/D14-1087,1
Analysing recall loss in named entity slot filling,10.3115/v1/D14-1089,1
Dependency parsing with latent refinements of part-of-speech tags,10.3115/v1/D14-1103,1
Semantic Parsing with Relaxed Hybrid Trees,10.3115/v1/D14-1137,1
Exact Decoding for Phrase-Based Statistical Machine Translation,10.3115/v1/D14-1131,1
Semantic Parsing Using Content and Context: A Case Study from Requirements Elicitation,10.3115/v1/D14-1136,1
Predicting Dialect Variation in Immigrant Contexts Using Light Verb Constructions,10.3115/v1/D14-1145,1
Device-Dependent Readability for Improved Text Understanding,10.3115/v1/D14-1146,1
Improved Decipherment of Homophonic Ciphers,10.3115/v1/D14-1184,1
Comparing Representations of Semantic Roles for String-To-Tree Decoding,10.3115/v1/D14-1188,1
Semantic Kernels for Semantic Parsing,10.3115/v1/D14-1050,1
Latent-Variable Synchronous CFGs for Hierarchical Translation,10.3115/v1/D14-1210,1
Muli-label Text Categorization with Hidden Components,10.3115/v1/D14-1193,1
Random Manhattan Integer Indexing: Incremental L1 Normed Vector Space Construction,10.3115/v1/D14-1178,1
Syllable weight encodes mostly the same information for English word segmentation as dictionary stress,10.3115/v1/D14-1091,0
Automatic Domain Assignment for Word Sense Alignment,10.3115/v1/D14-1046,0
Multi-Resolution Language Grounding with Weak Supervision,10.3115/v1/D14-1043,0
Lexical Substitution for the Medical Domain,10.3115/v1/D14-1066,0
Invited Talk: Learning from Rational Behavior,10.3115/v1/D14-1078,0
A Shortest-path Method for Arc-factored Semantic Role Labeling,10.3115/v1/D14-1049,0
Reordering Model for Forest-to-String Machine Translation,10.3115/v1/D14-1029,0
Invited Talk: IBM Cognitive Computing - An NLP Renaissance!,10.3115/v1/D14-1001,0
Transformation from Discontinuous to Continuous Word Alignment Improves Translation Quality,10.3115/v1/D14-1016,0
Syntactic SMT Using a Discriminative Text Generation Model,10.3115/v1/D14-1021,0
Incremental Semantic Role Labeling with Tree Adjoining Grammar,10.3115/v1/D14-1036,0
Go Climb a Dependency Tree and Correct the Grammatical Errors,10.3115/v1/D14-1033,0
Correcting Keyboard Layout Errors and Homoglyphs in Queries,10.3115/v1/D14-1068,0
Data Driven Grammatical Error Detection in Transcripts of Children’s Speech,10.3115/v1/D14-1106,0
Ambiguity Resolution for Vt-N Structures in Chinese,10.3115/v1/D14-1100,0
Fine-Grained Contextual Predictions for Hard Sentiment Words,10.3115/v1/D14-1128,0
Confidence-based Rewriting of Machine Translation Output,10.3115/v1/D14-1133,0
Language Modeling with Power Low Rank Ensembles,10.3115/v1/D14-1158,0
Large-scale Reordering Model for Statistical Machine Translation using Dual Multinomial Logistic Regression,10.3115/v1/D14-1183,0
Fast and Accurate Misspelling Correction in Large Corpora,10.3115/v1/D14-1171,0
Automatic Inference of the Tense of Chinese Events Using Implicit Linguistic Information,10.3115/v1/D14-1204,0
Sentiment Analysis of Social Media Texts,,0
"Spectral Learning Techniques for Weighted Automata, Transducers, and Grammars",,0
Semantic Parsing with Combinatory Categorial Grammars,,0
Linear Programming Decoders in Natural Language Processing: From Integer Programming to Message Passing and Dual Decomposition,,0
Syntax-Based Statistical Machine Translation,,0
Embedding Methods for Natural Language Processing,,0
Natural Language Processing of Arabic and its Dialects,,0
Text Quantification,,0
