Title,DOI,Citations
A Convex Alternative to IBM Model 2,,0
Pair Language Models for Deriving Alternative Pronunciations and Spellings from Pronunciation Dictionaries,,0
Prior Disambiguation of Word Tensors for Constructing Sentence Vectors,,0
Multi-Relational Latent Semantic Analysis,,0
A Study on Bootstrapping Bilingual Vector Spaces from Non-Parallel Data (and Nothing Else),,0
Deriving Adjectival Scales from Continuous Space Word Representations,,0
Recursive Deep Models for Semantic Compositionality Over a Sentiment Treebank,,0
Open Domain Targeted Sentiment,,0
Exploiting Domain Knowledge in Aspect Extraction,,0
Dependency-Based Decipherment for Resource-Limited Machine Translation,,0
Translating into Morphologically Rich Languages with Synthetic Phrases,,0
Boosting Cross-Language Retrieval by Learning Bilingual Phrase Associations from Relevance Rankings,,0
Recurrent Continuous Translation Models,,0
Learning Biological Processes with Global Constraints,,0
Generating Coherent Event Schemas at Scale,,0
Orthonormal Explicit Topic Analysis for Cross-Lingual Document Matching,,0
Automated Essay Scoring by Maximizing Human-Machine Agreement,,0
Success with Style: Using Writing Style to Predict the Success of Novels,,0
"A Generative Joint, Additive, Sequential Model of Topics and Speech Acts in Patient-Doctor Communication",,0
Harvesting Parallel News Streams to Generate Paraphrases of Event Relations,,0
Relational Inference for Wikification,,0
Event Schema Induction with a Probabilistic Entity-Driven Model,,0
Using Soft Constraints in Joint Inference for Clinical Concept Recognition,,0
Exploring Demographic Language Variations to Improve Multilingual Sentiment Analysis in Social Media,,0
Opinion Mining in Newspaper Articles by Entropy-Based Word Connections,,0
Collective Opinion Target Extraction in Chinese Microblogs,,0
Detecting Promotional Content in Wikipedia,,0
Learning Topics and Positions from Debatepedia,,0
"A Unified Model for Topics, Events and Users on Twitter",,0
Authorship Attribution of Micro-Messages,,0
Detection of Product Comparisons - How Far Does an Out-of-the-Box Semantic Role Labeling System Take You?,,0
A Multi-Teraflop Constituency Parser using GPUs,,0
Fish Transporters and Miracle Homes: How Compositional Distributional Semantics can Help NP Parsing,,0
Learning Distributions over Logical Forms for Referring Expression Generation,,0
Learning to Rank Lexical Substitutions,,0
Identifying Manipulated Offerings on Review Portals,,0
Well-Argued Recommendation: Adaptive Models Based on Words in Recommender Systems,,0
Regularized Minimum Error Rate Training,,0
"Of Words, Eyes and Brains: Correlating Image-Based Distributional Semantic Models with Neural Representations of Concepts",,0
Easy Victories and Uphill Battles in Coreference Resolution,,0
Breaking Out of Local Optima with Count Transforms and Model Recombination: A Study in Grammar Induction,,0
Cross-Lingual Discriminative Learning of Sequence Models with Posterior Regularization,,0
