Title,DOI,Citations
Cross-lingual Models of Word Embeddings: An Empirical Comparison,10.18653/v1/P16-1157,38
Recurrent neural network models for disease name recognition using domain invariant features,10.18653/v1/P16-1209,37
The LAMBADA dataset: Word prediction requiring a broad discourse context,10.18653/v1/P16-1144,37
Nonparametric Spherical Topic Modeling with Word Embeddings,10.18653/v1/P16-2087,37
Learning-Based Single-Document Summarization with Compression and Anaphoricity Constraints,10.18653/v1/P16-1188,37
Together we stand: Siamese Networks for Similar Question Retrieval,10.18653/v1/P16-1036,36
CSE: Conceptual Sentence Embeddings based on Attention Model,10.18653/v1/P16-1048,36
Cross-Lingual Sentiment Classification with Bilingual Document Representation Learning,10.18653/v1/P16-1133,35
WikiReading: A Novel Large-scale Language Understanding Task over Wikipedia,10.18653/v1/P16-1145,35
Modeling Concept Dependencies in a Scientific Corpus,10.18653/v1/P16-1082,35
Neural Networks For Negation Scope Detection,10.18653/v1/P16-1047,34
Deep Reinforcement Learning with a Natural Language Action Space,10.18653/v1/P16-1153,34
Learning Word Meta-Embeddings,10.18653/v1/P16-1128,33
How well do Computers Solve Math Word Problems? Large-Scale Dataset Construction and Evaluation,10.18653/v1/P16-1084,33
AraSenTi: Large-Scale Twitter-Specific Arabic Sentiment Lexicons,10.18653/v1/P16-1066,33
On-line Active Reward Learning for Policy Optimisation in Spoken Dialogue Systems,10.18653/v1/P16-1230,33
Commonsense Knowledge Base Completion,10.18653/v1/P16-1137,32
Predicting the Rise and Fall of Scientific Topics from Trends in their Rhetorical Framing,10.18653/v1/P16-1111,32
Sequence-to-Sequence Generation for Spoken Dialogue via Deep Syntax Trees and Strings,10.18653/v1/P16-2008,32
Deep Fusion LSTMs for Text Semantic Matching,10.18653/v1/P16-1098,32
Which Coreference Evaluation Metric Do You Trust? A Proposal for a Link-based Entity Aware Metric,10.18653/v1/P16-1060,31
Implicit Discourse Relation Detection via a Deep Architecture with Gated Relevance Network,10.18653/v1/P16-1163,31
Is This Post Persuasive? Ranking Argumentative Comments in Online Forum,10.18653/v1/P16-2032,30
Learning Multiview Embeddings of Twitter Users,10.18653/v1/P16-2003,30
"Don’t Count, Predict! An Automatic Approach to Learning Sentiment Lexicons for Short Text",10.18653/v1/P16-2036,30
Learning Language Games through Interaction,10.18653/v1/P16-1224,28
Multimodal Pivots for Image Caption Translation,10.18653/v1/P16-1227,27
"Take and Took, Gaggle and Goose, Book and Read: Evaluating the Utility of Vector Differences for Lexical Relation Learning",10.18653/v1/P16-1158,27
Compositional Sequence Labeling Models for Error Detection in Learner Writing,10.18653/v1/P16-1112,26
OpenDial: A Toolkit for Developing Spoken Dialogue Systems with Probabilistic Rules,10.18653/v1/P16-4012,26
Hunting for Troll Comments in News Community Forums,10.18653/v1/P16-2065,26
A Domain Adaptation Regularization for Denoising Autoencoders,10.18653/v1/P16-2005,26
Grapheme-to-Phoneme Models for (Almost) Any Language,10.18653/v1/P16-1038,26
Sequence-based Structured Prediction for Semantic Parsing,10.18653/v1/P16-1127,25
Easy Questions First? A Case Study on Curriculum Learning for Question Answering,10.18653/v1/P16-1043,25
Learning the Curriculum with Bayesian Optimization for Task-Specific Word Representation Learning,10.18653/v1/P16-1013,25
Natural Language Generation enhances human decision-making with uncertain information,10.18653/v1/P16-2043,25
Exploring Stylistic Variation with Age and Income on Twitter,10.18653/v1/P16-2051,24
Towards Constructing Sports News from Live Text Commentary,10.18653/v1/P16-1129,24
Automatic Labeling of Topic Models Using Text Summaries,10.18653/v1/P16-1217,23
Terminology Extraction with Term Variant Detection,10.18653/v1/P16-4003,23
Putting Sarcasm Detection into Context: The Effects of Class Imbalance and Manual Labelling on Supervised Machine Classification of Twitter Conversations,10.18653/v1/P16-3016,23
Constrained Multi-Task Learning for Automated Essay Scoring,10.18653/v1/P16-1075,23
Identifying Causal Relations Using Parallel Wikipedia Articles,10.18653/v1/P16-1135,23
Chinese Zero Pronoun Resolution with Deep Neural Networks,10.18653/v1/P16-1074,23
Simple PPDB: A Paraphrase Database for Simplification,10.18653/v1/P16-2024,22
Learning Text Pair Similarity with Context-sensitive Autoencoders,10.18653/v1/P16-1177,22
Matrix Factorization using Window Sampling and Negative Sampling for Improved Word Representations,10.18653/v1/P16-2068,22
Knowledge-Based Semantic Embedding for Machine Translation,10.18653/v1/P16-1212,22
Domain Specific Named Entity Recognition Referring to the Real World by Deep Neural Networks,10.18653/v1/P16-2039,21
Inferring Perceived Demographics from User Emotional Tone and User-Environment Emotional Contrast,10.18653/v1/P16-1148,21
Strategies for Training Large Vocabulary Neural Language Models,10.18653/v1/P16-1186,21
Implicit Polarity and Implicit Aspect Recognition in Opinion Mining,10.18653/v1/P16-2004,21
Dependency-based Gated Recursive Neural Network for Chinese Word Segmentation,10.18653/v1/P16-2092,21
Incremental Parsing with Minimal Features Using Bi-Directional LSTM,10.18653/v1/P16-2006,21
Weakly Supervised Part-of-speech Tagging Using Eye-tracking Data,10.18653/v1/P16-2094,21
Harnessing Cognitive Features for Sarcasm Detection,10.18653/v1/P16-1104,21
Context-aware Argumentative Relation Mining,10.18653/v1/P16-1107,20
Using Sequence Similarity Networks to Identify Partial Cognates in Multilingual Wordlists,10.18653/v1/P16-2097,19
The Enemy in Your Own Camp: How Well Can We Detect Statistically-Generated Fake Reviews – An Adversarial Study,10.18653/v1/P16-2057,19
Event Nugget Detection with Forward-Backward Recurrent Neural Networks,10.18653/v1/P16-2060,19
Probabilistic Graph-based Dependency Parsing with Convolutional Neural Network,10.18653/v1/P16-1131,18
Vector-space topic models for detecting Alzheimer’s disease,10.18653/v1/P16-1221,18
Discovery of Treatments from Text Corpora,10.18653/v1/P16-1151,18
Predicting the Compositionality of Nominal Compounds: Giving Word Embeddings a Hard Time,10.18653/v1/P16-1187,17
A Latent Concept Topic Model for Robust Topic Inference Using Word Embeddings,10.18653/v1/P16-2062,17
Stack-propagation: Improved Representation Learning for Syntax,10.18653/v1/P16-1147,17
On the Linearity of Semantic Change: Investigating Meaning Variation via Dynamic Graph Models,10.18653/v1/P16-2009,16
User Embedding for Scholarly Microblog Recommendation,10.18653/v1/P16-2073,16
RBPB: Regularization-Based Pattern Balancing Method for Event Extraction,10.18653/v1/P16-1116,16
From Extractive to Abstractive Summarization: A Journey,10.18653/v1/P16-3015,16
Literal and Metaphorical Senses in Compositional Distributional Semantic Models,10.18653/v1/P16-1018,16
"On the Similarities Between Native, Non-native and Translated Texts",10.18653/v1/P16-1176,16
Segment-Level Sequence Modeling using Gated Recursive Semi-Markov Conditional Random Fields,10.18653/v1/P16-1134,15
Coarse-grained Argumentation Features for Scoring Persuasive Essays,10.18653/v1/P16-2089,15
Topic Extraction from Microblog Posts Using Conversation Structures,10.18653/v1/P16-1199,15
Grammatical Error Correction: Machine Translation and Classifiers,10.18653/v1/P16-1208,15
Vocabulary Manipulation for Neural Machine Translation,10.18653/v1/P16-2021,14
Syntactically Guided Neural Machine Translation,10.18653/v1/P16-2049,14
Analyzing Biases in Human Perception of User Age and Gender from Text,10.18653/v1/P16-1080,14
Adaptive Joint Learning of Compositional and Non-Compositional Phrase Embeddings,10.18653/v1/P16-1020,14
MeTA: A Unified Toolkit for Text Retrieval and Analysis,10.18653/v1/P16-4016,13
Models and Inference for Prefix-Constrained Machine Translation,10.18653/v1/P16-1007,13
ccg2lambda: A Compositional Semantics System,10.18653/v1/P16-4015,13
A Personalized Markov Clustering and Deep Learning Approach for Arabic Text Categorization,10.18653/v1/P16-3022,13
Improved Semantic Parsers For If-Then Statements,10.18653/v1/P16-1069,12
A Discriminative Topic Model using Document Network Structure,10.18653/v1/P16-1065,12
Modeling Stance in Student Essays,10.18653/v1/P16-1205,12
Tables as Semi-structured Knowledge for Question Answering,10.18653/v1/P16-1045,12
Noise reduction and targeted exploration in imitation learning for Abstract Meaning Representation parsing,10.18653/v1/P16-1001,12
Prediction of Prospective User Engagement with Intelligent Assistants,10.18653/v1/P16-1114,12
Bi-Transferring Deep Neural Networks for Domain Adaptation,10.18653/v1/P16-1031,12
Connotation Frames: A Data-Driven Investigation,10.18653/v1/P16-1030,12
Using Sentence-Level LSTM Language Models for Script Inference,10.18653/v1/P16-1027,12
Exploiting Linguistic Features for Sentence Completion,10.18653/v1/P16-2071,12
Word Embeddings with Limited Memory,10.18653/v1/P16-2063,12
Bootstrapped Text-level Named Entity Recognition for Literature,10.18653/v1/P16-2056,11
"Supersense Embeddings: A Unified Model for Supersense Interpretation, Prediction, and Utilization",10.18653/v1/P16-1191,11
Larger-Context Language Modelling with Recurrent Neural Network,10.18653/v1/P16-1125,11
Unanimous Prediction for 100% Precision with Application to Learning Semantic Mappings,10.18653/v1/P16-1090,11
pigeo: A Python Geotagging Tool,10.18653/v1/P16-4022,11
Investigating Language Universal and Specific Properties in Word Embeddings,10.18653/v1/P16-1140,11
Modeling Social Norms Evolution for Personalized Sentiment Classification,10.18653/v1/P16-1081,11
Recognizing Salient Entities in Shopping Queries,10.18653/v1/P16-2018,11
Idiom Token Classification using Sentential Distributed Semantics,10.18653/v1/P16-1019,11
On the Role of Seed Lexicons in Learning Bilingual Word Embeddings,10.18653/v1/P16-1024,11
Chinese Couplet Generation with Neural Network Structures,10.18653/v1/P16-1222,11
GoWvis: A Web Application for Graph-of-Words-based Text Visualization and Summarization,10.18653/v1/P16-4026,11
Universal Dependencies for Learner English,10.18653/v1/P16-1070,10
Inferring Logical Forms From Denotations,10.18653/v1/P16-1003,10
A Parallel-Hierarchical Model for Machine Comprehension on Sparse Data,10.18653/v1/P16-1041,10
Semantic classifications for detection of verb metaphors,10.18653/v1/P16-2017,10
Leveraging Lexical Resources for Learning Entity Embeddings in Multi-Relational Data,10.18653/v1/P16-2019,10
MUSEEC: A Multilingual Text Summarization Tool,10.18653/v1/P16-4013,10
Morphological Smoothing and Extrapolation of Word Embeddings,10.18653/v1/P16-1156,10
Leveraging Inflection Tables for Stemming and Lemmatization.,10.18653/v1/P16-1108,10
ALTO: Active Learning with Topic Overviews for Speeding Label Induction and Document Labeling,10.18653/v1/P16-1110,10
Simpler Context-Dependent Logical Forms via Model Projections,10.18653/v1/P16-1138,10
Cross-domain Text Classification with Multiple Domains and Disparate Label Sets,10.18653/v1/P16-1155,9
On Approximately Searching for Similar Word Embeddings,10.18653/v1/P16-1214,9
Exploring Convolutional and Recurrent Neural Networks in Sequential Labelling for Dialogue Topic Tracking,10.18653/v1/P16-1091,9
Domain Adaptation for Authorship Attribution: Improved Structural Correspondence Learning,10.18653/v1/P16-1210,9
Physical Causality of Action Verbs in Grounded Language Understanding,10.18653/v1/P16-1171,9
Learning Concept Taxonomies from Multi-modal Data,10.18653/v1/P16-1169,9
One for All: Towards Language Independent Named Entity Linking,10.18653/v1/P16-1213,9
Compressing Neural Language Models by Sparse Word Representations,10.18653/v1/P16-1022,9
new/s/leak – Information Extraction and Visualization for Investigative Data Journalists,10.18653/v1/P16-4028,9
"DeepLife: An Entity-aware Search, Analytics and Exploration Platform for Health and Life Sciences",10.18653/v1/P16-4004,8
Set-Theoretic Alignment for Comparable Corpora,10.18653/v1/P16-1189,8
Evaluating Sentiment Analysis in the Context of Securities Trading,10.18653/v1/P16-1197,8
A Neural Network based Approach to Automatic Post-Editing,10.18653/v1/P16-2046,8
Intrinsic Subspace Evaluation of Word Embedding Representations,10.18653/v1/P16-1023,8
Combining Natural Logic and Shallow Reasoning for Question Answering,10.18653/v1/P16-1042,8
"Metaphor Detection with Topic Transition, Emotion and Cognition in Context",10.18653/v1/P16-1021,8
Detecting Common Discussion Topics Across Culture From News Reader Comments,10.18653/v1/P16-1064,8
Jointly Learning to Embed and Predict with Multiple Languages,10.18653/v1/P16-1190,8
Finding Optimists and Pessimists on Twitter,10.18653/v1/P16-2052,8
Learning Structured Predictors from Bandit Feedback for Interactive NLP,10.18653/v1/P16-1152,7
"Document-level Sentiment Inference with Social, Faction, and Discourse Context",10.18653/v1/P16-1032,7
A Novel Measure for Coherence in Statistical Topic Models,10.18653/v1/P16-2088,7
How Naked is the Naked Truth? A Multilingual Lexicon of Nominal Compound Compositionality,10.18653/v1/P16-2026,7
Continuous Profile Models in ASL Syntactic Facial Expression Synthesis,10.18653/v1/P16-1196,7
Single-Model Encoder-Decoder with Explicit Morphological Representation for Reinflection,10.18653/v1/P16-2090,7
Linguistic Benchmarks of Online News Article Quality,10.18653/v1/P16-1178,7
Investigating the Sources of Linguistic Alignment in Conversation,10.18653/v1/P16-1050,6
Unsupervised Person Slot Filling based on Graph Mining,10.18653/v1/P16-1005,6
Situation entity types: automatic classification of clause-level aspect,10.18653/v1/P16-1166,6
Word Embedding Calculus in Meaningful Ultradense Subspaces,10.18653/v1/P16-2083,6
Controlled and Balanced Dataset for Japanese Lexical Simplification,10.18653/v1/P16-3001,6
Generating Natural Language Descriptions for Semantic Representations of Human Brain Activity,10.18653/v1/P16-3004,6
Visualizing and Curating Knowledge Graphs over Time and Space,10.18653/v1/P16-4005,6
An Open Web Platform for Rule-Based Speech-to-Sign Translation,10.18653/v1/P16-2027,6
Most “babies” are “little” and most “problems” are “huge”: Compositional Entailment in Adjective-Nouns,10.18653/v1/P16-1204,6
News Citation Recommendation with Implicit and Explicit Semantics,10.18653/v1/P16-1037,6
Very quaffable and great fun: Applying NLP to wine reviews,10.18653/v1/P16-2050,6
Scalable Semi-Supervised Query Classification Using Matrix Sketching,10.18653/v1/P16-2002,6
Multi-Modal Representations for Improved Bilingual Lexicon Learning,10.18653/v1/P16-2031,6
An Entity-Focused Approach to Generating Company Descriptions,10.18653/v1/P16-2040,6
Alleviating Poor Context with Background Knowledge for Named Entity Disambiguation,10.18653/v1/P16-1179,6
Optimizing an Approximation of ROUGE - a Problem-Reduction Approach to Extractive Multi-Document Summarization,10.18653/v1/P16-1172,6
Finding Non-Arbitrary Form-Meaning Systematicity Using String-Metric Learning for Kernel Regression,10.18653/v1/P16-1225,6
Learning Semantically and Additively Compositional Distributional Representations,10.18653/v1/P16-1121,5
Two Discourse Driven Language Models for Semantics,10.18653/v1/P16-1028,5
Model Architectures for Quotation Detection,10.18653/v1/P16-1164,5
Machine Comprehension using Rich Semantic Representations,10.18653/v1/P16-2079,5
Effects of Creativity and Cluster Tightness on Short Text Clustering Performance,10.18653/v1/P16-1062,5
Online Information Retrieval for Language Learning,10.18653/v1/P16-4002,5
Claim Synthesis via Predicate Recycling,10.18653/v1/P16-2085,5
Science Question Answering using Instructional Materials,10.18653/v1/P16-2076,5
Incremental Acquisition of Verb Hypothesis Space towards Physical World Interaction,10.18653/v1/P16-1011,5
A Transition-Based System for Joint Lexical and Syntactic Analysis,10.18653/v1/P16-1016,5
Semantics-Driven Recognition of Collocations Using Word Embeddings,10.18653/v1/P16-2081,5
Detecting Mild Cognitive Impairment by Exploiting Linguistic Information from Transcripts,10.18653/v1/P16-2030,5
Neural Greedy Constituent Parsing with Dynamic Oracles,10.18653/v1/P16-1017,4
Extracting token-level signals of syntactic processing from fMRI - with an application to PoS induction,10.18653/v1/P16-1071,4
Deep Neural Networks for Syntactic Parsing of Morphologically Rich Languages,10.18653/v1/P16-2093,4
The red one!: On learning to refer to things based on discriminative properties,10.18653/v1/P16-2035,4
Improving cross-domain n-gram language modelling with skipgrams,10.18653/v1/P16-2023,4
Cross-Lingual Morphological Tagging for Low-Resource Languages,10.18653/v1/P16-1184,4
Composing Distributed Representations of Relational Patterns,10.18653/v1/P16-1215,4
Machine Translation Evaluation Meets Community Question Answering,10.18653/v1/P16-2075,4
Text Simplification as Tree Labeling,10.18653/v1/P16-2055,4
Language Transfer Learning for Supervised Lexical Substitution,10.18653/v1/P16-1012,4
Phrase Structure Annotation and Parsing for Learner English,10.18653/v1/P16-1173,4
LexSemTm: A Semantic Dataset Based on All-words Unsupervised Sense Distribution Learning,10.18653/v1/P16-1143,4
How Much is 131 Million Dollars? Putting Numbers in Perspective with Compositional Descriptions,10.18653/v1/P16-1055,4
Resolving References to Objects in Photographs using the Words-As-Classifiers Model,10.18653/v1/P16-1115,4
Neural Network-Based Model for Japanese Predicate Argument Structure Analysis,10.18653/v1/P16-1117,4
JEDI: Joint Entity and Relation Detection using Type Inference,10.18653/v1/P16-4011,4
Temporal Anchoring of Events for the TimeBank Corpus,10.18653/v1/P16-1207,4
Improving Topic Model Clustering of Newspaper Comments for Summarisation,10.18653/v1/P16-3007,4
Jigg: A Framework for an Easy Natural Language Processing Pipeline,10.18653/v1/P16-4018,4
A New Psychometric-inspired Evaluation Metric for Chinese Word Segmentation,10.18653/v1/P16-1206,4
"Real-Time Discovery and Geospatial Visualization of Mobility and Industry Events from Large-Scale, Heterogeneous Data Streams",10.18653/v1/P16-4007,4
MDSWriter: Annotation Tool for Creating High-Quality Multi-Document Summarization Corpora,10.18653/v1/P16-4017,4
A Multi-media Approach to Cross-lingual Entity Knowledge Transfer,10.18653/v1/P16-1006,4
Active Learning for Dependency Parsing with Partial Annotation,10.18653/v1/P16-1033,4
TranscRater: a Tool for Automatic Speech Recognition Quality Estimation,10.18653/v1/P16-4008,4
Suggestion Mining from Opinionated Text,10.18653/v1/P16-3018,4
Convergence of Syntactic Complexity in Conversation,10.18653/v1/P16-2072,3
Generalized Transition-based Dependency Parsing via Control Parameters,10.18653/v1/P16-1015,3
Reference Bias in Monolingual Machine Translation Evaluation,10.18653/v1/P16-2013,3
Cross-Lingual Word Representations via Spectral Graph Embeddings,10.18653/v1/P16-2080,3
Jointly Event Extraction and Visualization on Twitter via Probabilistic Modelling,10.18653/v1/P16-1026,3
A Vector Space for Distributional Semantics for Entailment,10.18653/v1/P16-1193,3
Coordination Annotation Extension in the Penn Tree Bank,10.18653/v1/P16-1079,3
A Corpus-Based Analysis of Canonical Word Order of Japanese Double Object Constructions,10.18653/v1/P16-1211,3
Unsupervised Multi-Author Document Decomposition Based on Hidden Markov Model,10.18653/v1/P16-1067,3
Easy Things First: Installments Improve Referring Expression Generation for Objects in Photographs,10.18653/v1/P16-1058,3
A Sentence Interaction Network for Modeling Dependence between Sentences,10.18653/v1/P16-1053,3
Case and Cause in Icelandic: Reconstructing Causal Networks of Cascaded Language Changes,10.18653/v1/P16-1229,3
Entropy Converges Between Dialogue Participants: Explanations from an Information-Theoretic Perspective,10.18653/v1/P16-1051,3
Building a Corpus for Japanese Wikification with Fine-Grained Entity Classes,10.18653/v1/P16-3021,3
Improving Statistical Machine Translation Performance by Oracle-BLEU Model Re-estimation,10.18653/v1/P16-2007,3
Learning Prototypical Event Structure from Photo Albums,10.18653/v1/P16-1167,3
Speech Act Modeling of Written Asynchronous Conversations with Task-Specific Embeddings and Conditional Structured Models,10.18653/v1/P16-1165,3
Multiplicative Representations for Unsupervised Semantic Role Induction,10.18653/v1/P16-2020,3
Metrics for Evaluation of Word-level Machine Translation Quality Estimation,10.18653/v1/P16-2095,3
Understanding Discourse on Work and Job-Related Well-Being in Public Social Media,10.18653/v1/P16-1099,3
Unsupervised Authorial Clustering Based on Syntactic Structure,10.18653/v1/P16-3017,3
Unsupervised morph segmentation and statistical language models for vocabulary expansion,10.18653/v1/P16-2029,3
Off-topic Response Detection for Spontaneous Spoken English Assessment,10.18653/v1/P16-1102,3
Is “Universal Syntax” Universally Useful for Learning Distributed Word Representations?,10.18653/v1/P16-2084,2
Bilingual Segmented Topic Model,10.18653/v1/P16-1120,2
Identifying Potential Adverse Drug Events in Tweets Using Bootstrapped Lexicons,10.18653/v1/P16-3003,2
Improving Argument Overlap for Proposition-Based Summarisation,10.18653/v1/P16-2078,2
"Beyond Plain Spatial Knowledge: Determining Where Entities Are and Are Not Located, and For How Long",10.18653/v1/P16-1142,2
MediaGist: A Cross-lingual Analyser of Aggregated News and Commentaries,10.18653/v1/P16-4025,2
"One model, two languages: training bilingual parsers with harmonized treebanks",10.18653/v1/P16-2069,2
A short proof that O_2 is an MCFL,10.18653/v1/P16-1106,2
POLYGLOT: Multilingual Semantic Role Labeling with Unified Labels,10.18653/v1/P16-4001,2
Unravelling Names of Fictional Characters,10.18653/v1/P16-1203,2
Towards more variation in text generation: Developing and evaluating variation models for choice of referential form,10.18653/v1/P16-1054,2
An Efficient Cross-lingual Model for Sentence Classification Using Convolutional Neural Network,10.18653/v1/P16-3019,2
A Fast Approach for Semantic Similar Short Texts Retrieval,10.18653/v1/P16-2015,2
Synthesizing Compound Words for Machine Translation,10.18653/v1/P16-1103,2
Empty element recovery by spinal parser operations,10.18653/v1/P16-2016,2
Singleton Detection using Word Embeddings and Neural Networks,10.18653/v1/P16-3010,2
Robust Co-occurrence Quantification for Lexical Distributional Semantics,10.18653/v1/P16-3009,2
Transductive Adaptation of Black Box Predictions,10.18653/v1/P16-2053,2
MMFeat: A Toolkit for Extracting Multi-Modal Features,10.18653/v1/P16-4010,2
Significance of an Accurate Sandhi-Splitter in Shallow Parsing of Dravidian Languages,10.18653/v1/P16-3006,2
A Dataset for Joint Noun-Noun Compound Bracketing and Interpretation,10.18653/v1/P16-3011,1
TMop: a Tool for Unsupervised Translation Memory Cleaning,10.18653/v1/P16-4009,1
Improving Twitter Community Detection through Contextual Sentiment Analysis,10.18653/v1/P16-3005,1
Language Muse: Automated Linguistic Activity Generation for English Language Learners,10.18653/v1/P16-4014,1
QA-It: Classifying Non-Referential It for Question Answer Pairs,10.18653/v1/P16-3020,1
Arabizi Identification in Twitter Data,10.18653/v1/P16-3008,1
An Advanced Press Review System Combining Deep News Analysis and Machine Learning Algorithms,10.18653/v1/P16-4019,1
Creating Interactive Macaronic Interfaces for Language Learning,10.18653/v1/P16-4023,1
Personalized Exercises for Preposition Learning,10.18653/v1/P16-4020,1
My Science Tutor—Learning Science with a Conversational Virtual Tutor,10.18653/v1/P16-4021,1
Hidden Softmax Sequence Model for Dialogue Structure Analysis,10.18653/v1/P16-1194,1
